SaleID,ProductID,ProductName,Brand,Category,RetailerID,RetailerName,Channel,Location,Quantity,Price,Date
253,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,2,600,2024-02-07
254,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,2,1600,2024-02-10
255,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,2,600,2024-02-11
256,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,2,200,2024-02-02
257,1,Laptop,BrandA,Electronics,1,TechGear,Online,,3,4500,2024-02-23
258,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,5,1000,2024-02-02
259,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,4,3200,2024-02-25
260,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,3,2400,2024-02-16
261,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,4,800,2024-02-13
262,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,4,6000,2024-02-27
263,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,1,800,2024-02-20
264,1,Laptop,BrandA,Electronics,1,TechGear,Online,,5,7500,2024-01-29
265,5,Blender,BrandE,Appliances,1,TechGear,Online,,3,600,2024-02-04
266,5,Blender,BrandE,Appliances,1,TechGear,Online,,2,400,2024-02-04
267,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,4,1200,2024-02-08
268,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,4,3200,2024-02-10
269,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,3,900,2024-02-13
270,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,1,300,2024-02-18
271,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,4,400,2024-02-15
272,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,4,3200,2024-01-29
273,5,Blender,BrandE,Appliances,1,TechGear,Online,,1,200,2024-02-14
274,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,1,800,2024-02-18
275,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,1,300,2024-02-02
276,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,1,200,2024-02-15
277,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,5,500,2024-02-17
278,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,1,300,2024-02-14
279,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,2,200,2024-02-11
280,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,4,3200,2024-01-31
281,1,Laptop,BrandA,Electronics,1,TechGear,Online,,5,7500,2024-02-08
282,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,3,300,2024-02-23
283,5,Blender,BrandE,Appliances,1,TechGear,Online,,4,800,2024-02-11
284,1,Laptop,BrandA,Electronics,1,TechGear,Online,,1,1500,2024-02-02
285,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,2,600,2024-02-08
286,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,5,1500,2024-02-19
287,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,4,3200,2024-02-02
288,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,5,1500,2024-02-14
1002,6,Desk Lamp,BrandF,Electronics,1,TechGear,Online,None,3,"100USD",2024-03-01
289,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,5,500,2024-02-22
290,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,2,400,2024-01-31
291,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,4,6000,2024-02-04
292,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,1,800,2024-02-20
293,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,5,4000,2024-02-19
294,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,2,400,2024-02-13
295,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,3,900,2024-02-13
296,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,5,4000,2024-02-04
297,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,3,900,2024-01-30
298,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,5,500,2024-02-21
299,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,4,1200,2024-02-01
300,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,4,6000,2024-02-05
301,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,2,600,2024-02-07
302,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,5,1500,2024-02-24
303,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,1,200,2024-02-01
304,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,4,1200,2024-02-12
305,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,4,6000,2024-02-24
306,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,3,300,2024-02-13
307,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,4,3200,2024-02-06
308,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,5,7500,2024-02-01
309,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,4,1200,2024-02-08
310,5,Blender,BrandE,Appliances,1,TechGear,Online,,1,200,2024-02-09
311,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,3,300,2024-02-07
312,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,4,400,2024-02-26
313,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,1,1500,2024-02-06
314,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,3,900,2024-02-06
315,1,Laptop,BrandA,Electronics,1,TechGear,Online,,1,1500,2024-02-18
316,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,4,3200,2024-02-17
317,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,4,400,2024-02-12
318,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,2,400,2024-02-03
319,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,5,500,2024-02-26
320,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,2,600,2024-02-07
321,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,2,600,2024-02-24
322,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,4,1200,2024-02-20
323,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,4,3200,2024-02-28
324,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,2,1600,2024-02-11
325,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,3,4500,2024-01-29
326,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,4,800,2024-02-08
327,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,3,2400,2024-02-01
328,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,4,400,2024-02-01
329,1,Laptop,BrandA,Electronics,1,TechGear,Online,,5,7500,2024-02-16
330,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,3,2400,2024-02-19
331,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,3,4500,2024-02-16
332,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,1,1500,2024-02-01
333,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,3,600,2024-02-13
334,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,3,300,2024-02-03
335,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,5,500,2024-02-22
336,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,2,1600,2024-02-04
337,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,1,1500,2024-02-08
338,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,5,4000,2024-02-27
339,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,1,800,2024-02-24
340,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,4,3200,2024-02-05
341,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,5,500,2024-02-24
342,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,3,2400,2024-02-12
343,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,4,400,2024-01-30
344,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,3,2400,2024-02-01
345,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,1,1500,2024-01-29
346,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,4,400,2024-02-01
347,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,4,800,2024-02-26
348,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,1,1500,2024-02-11
349,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,3,900,2024-02-07
350,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,3,600,2024-02-02
351,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,4,6000,2024-02-21
352,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,5,7500,2024-01-31
353,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,1,800,2024-02-21
354,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,4,1200,2024-02-19
355,1,Laptop,BrandA,Electronics,1,TechGear,Online,,1,1500,2024-02-27
356,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,1,800,2024-02-25
357,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,4,400,2024-02-24
358,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,5,1500,2024-02-07
359,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,2,600,2024-02-05
360,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,4,1200,2024-02-25
361,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,3,600,2024-01-29
362,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,2,3000,2024-02-17
363,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,2,600,2024-01-29
364,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,3,2400,2024-02-07
365,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,1,200,2024-02-17
366,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,1,300,2024-02-22
367,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,2,600,2024-02-07
368,5,Blender,BrandE,Appliances,1,TechGear,Online,,3,600,2024-02-27
369,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,5,500,2024-02-03
370,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,5,500,2024-02-02
371,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,2,200,2024-02-22
372,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,5,4000,2024-02-03
373,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,2,3000,2024-02-01
374,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,2,200,2024-02-20
375,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,1,1500,2024-02-01
376,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,2,200,2024-02-17
377,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,2,400,2024-02-28
378,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,4,3200,2024-02-24
379,5,Blender,BrandE,Appliances,1,TechGear,Online,,1,200,2024-02-05
380,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,3,900,2024-02-04
381,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,4,800,2024-02-25
382,5,Blender,BrandE,Appliances,1,TechGear,Online,,5,1000,2024-01-29
383,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,5,7500,2024-02-03
384,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,1,800,2024-02-08
385,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,4,6000,2024-02-01
386,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,4,1200,2024-02-25
387,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,1,300,2024-01-31
388,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,1,800,2024-02-24
389,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,5,500,2024-02-09
390,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,4,800,2024-02-18
391,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,4,800,2024-02-19
392,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,1,200,2024-02-15
393,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,5,7500,2024-02-08
394,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,2,200,2024-02-14
395,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,4,1200,2024-02-02
396,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,1,300,2024-02-05
397,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,3,2400,2024-02-18
398,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,4,3200,2024-02-07
399,1,Laptop,BrandA,Electronics,1,TechGear,Online,,1,1500,2024-02-02
400,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,3,4500,2024-02-25
401,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,5,500,2024-02-27
402,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,1,200,2024-02-18
403,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,4,1200,2024-02-01
404,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,3,4500,2024-02-09
405,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,5,4000,2024-02-10
406,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,4,400,2024-02-07
407,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,5,500,2024-02-17
408,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,3,2400,2024-02-04
409,5,Blender,BrandE,Appliances,1,TechGear,Online,,4,800,2024-02-03
410,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,5,1000,2024-02-09
411,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,3,4500,2024-01-30
412,1,Laptop,BrandA,Electronics,1,TechGear,Online,,3,4500,2024-02-20
413,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,2,1600,2024-02-28
414,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,4,400,2024-02-07
415,1,Laptop,BrandA,Electronics,1,TechGear,Online,,1,1500,2024-02-05
416,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,2,3000,2024-02-12
417,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,3,900,2024-02-14
418,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,3,300,2024-02-19
419,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,1,200,2024-02-26
420,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,5,500,2024-02-04
421,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,3,4500,2024-02-26
422,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,4,1200,2024-02-15
423,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,3,600,2024-02-15
424,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,3,300,2024-02-25
425,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,5,1500,2024-02-19
426,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,3,900,2024-02-07
427,1,Laptop,BrandA,Electronics,1,TechGear,Online,,5,7500,2024-02-16
428,1,Laptop,BrandA,Electronics,1,TechGear,Online,,3,4500,2024-02-22
429,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,3,300,2024-02-04
430,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,1,800,2024-02-25
431,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,2,600,2024-02-15
432,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,2,200,2024-02-11
433,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,3,600,2024-02-02
434,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,1,1500,2024-02-01
435,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,1,300,2024-02-14
436,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,5,4000,2024-02-15
437,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,4,1200,2024-02-08
438,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,1,800,2024-02-16
439,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,5,4000,2024-02-03
440,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,3,900,2024-01-30
441,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,1,1500,2024-02-01
442,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,4,400,2024-02-10
443,5,Blender,BrandE,Appliances,1,TechGear,Online,,3,600,2024-02-16
444,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,2,1600,2024-02-18
445,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,1,1500,2024-02-08
446,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,3,600,2024-02-22
447,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,2,1600,2024-01-29
448,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,3,300,2024-02-24
449,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,2,200,2024-02-09
450,1,Laptop,BrandA,Electronics,1,TechGear,Online,,4,6000,2024-01-29
451,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,5,1500,2024-02-04
452,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,5,1500,2024-01-30
453,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,3,600,2024-02-01
454,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,4,400,2024-02-26
455,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,3,900,2024-02-19
456,5,Blender,BrandE,Appliances,1,TechGear,Online,,5,1000,2024-02-17
457,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,4,6000,2024-02-14
458,1,Laptop,BrandA,Electronics,1,TechGear,Online,,3,4500,2024-02-17
459,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,1,1500,2024-02-01
460,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,4,800,2024-02-12
461,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,1,300,2024-02-11
462,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,2,600,2024-02-08
463,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,5,4000,2024-02-13
464,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,1,100,2024-02-14
465,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,5,4000,2024-02-26
466,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,4,400,2024-02-21
467,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,5,1500,2024-02-12
468,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,3,300,2024-02-17
469,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,3,900,2024-02-04
470,5,Blender,BrandE,Appliances,1,TechGear,Online,,3,600,2024-02-03
471,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,5,7500,2024-02-25
472,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,5,1500,2024-02-20
473,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,5,500,2024-02-26
474,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,4,400,2024-02-19
475,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,1,100,2024-02-06
476,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,3,2400,2024-02-16
477,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,5,500,2024-02-06
478,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,4,6000,2024-02-07
479,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,3,600,2024-02-28
480,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,2,1600,2024-01-29
481,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,2,1600,2024-02-22
482,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,3,300,2024-02-26
483,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,5,7500,2024-02-04
484,5,Blender,BrandE,Appliances,1,TechGear,Online,,3,600,2024-02-07
485,5,Blender,BrandE,Appliances,1,TechGear,Online,,4,800,2024-02-09
486,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,5,500,2024-02-23
487,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,1,100,2024-02-14
488,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,2,600,2024-02-07
489,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,4,1200,2024-02-19
490,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,3,300,2024-02-21
491,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,5,1500,2024-02-17
492,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,3,900,2024-02-04
493,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,4,1200,2024-02-12
494,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,5,500,2024-02-03
495,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,4,400,2024-02-27
496,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,1,800,2024-01-30
497,5,Blender,BrandE,Appliances,1,TechGear,Online,,1,200,2024-02-19
498,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,5,500,2024-02-14
499,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,2,200,2024-02-26
500,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,1,300,2024-01-30
