SaleID,ProductID,ProductName,Brand,Category,RetailerID,RetailerName,Channel,Location,Quantity,Price,Date
501,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,5,1500,2024-02-16
502,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,1,800,2024-02-16
503,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,3,2400,2024-02-28
504,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,3,4500,2024-02-08
505,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,3,300,2024-02-27
506,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,2,600,2024-02-02
507,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,1,300,2024-02-09
508,1,Laptop,BrandA,Electronics,1,TechGear,Online,,2,3000,2024-02-20
509,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,5,500,2024-01-29
510,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,3,600,2024-02-25
511,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,1,100,2024-02-25
512,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,5,500,2024-02-08
513,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,4,1200,2024-02-25
514,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,5,1000,2024-02-28
515,5,Blender,BrandE,Appliances,1,TechGear,Online,,2,400,2024-02-06
516,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,5,4000,2024-02-28
517,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,4,3200,2024-02-10
518,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,1,100,2024-02-07
519,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,5,1000,2024-02-26
520,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,5,1000,2024-02-03
521,5,Blender,BrandE,Appliances,1,TechGear,Online,,4,800,2024-02-16
522,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,3,4500,2024-02-16
523,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,3,2400,2024-02-28
524,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,1,1500,2024-02-21
525,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,3,600,2024-02-04
526,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,5,500,2024-02-17
527,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,4,3200,2024-02-23
528,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,2,600,2024-02-23
529,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,4,6000,2024-02-04
530,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,1,1500,2024-02-22
531,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,3,300,2024-02-18
532,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,5,1000,2024-02-02
533,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,2,600,2024-02-27
534,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,1,800,2024-02-01
1003,7,Office Desk,BrandG,Furniture,3,GadgetWorld,Offline,San Francisco,-1,500,2024-03-05
535,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,3,2400,2024-02-25
536,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,4,1200,2024-02-05
537,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,4,1200,2024-02-23
538,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,5,1500,2024-01-30
539,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,4,3200,2024-02-05
540,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,2,3000,2024-02-09
541,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,1,200,2024-02-18
542,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,3,4500,2024-02-07
543,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,4,3200,2024-02-09
544,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,3,300,2024-02-14
545,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,3,900,2024-02-05
546,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,1,200,2024-02-20
547,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,4,6000,2024-02-08
548,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,2,1600,2024-02-03
549,1,Laptop,BrandA,Electronics,1,TechGear,Online,,5,7500,2024-02-01
550,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,1,300,2024-02-24
551,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,3,300,2024-02-17
552,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,5,1500,2024-02-27
553,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,3,300,2024-02-14
554,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,1,800,2024-02-04
555,5,Blender,BrandE,Appliances,1,TechGear,Online,,3,600,2024-02-12
556,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,3,900,2024-02-08
557,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,2,200,2024-02-28
558,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,5,1500,2024-02-16
559,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,3,4500,2024-02-04
560,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,3,900,2024-02-09
561,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,2,600,2024-02-25
562,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,4,6000,2024-02-23
563,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,3,4500,2024-01-29
564,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,5,4000,2024-02-26
565,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,3,600,2024-01-31
566,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,2,200,2024-02-06
567,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,1,800,2024-02-21
568,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,4,400,2024-02-21
569,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,5,7500,2024-02-11
570,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,5,4000,2024-02-03
571,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,1,100,2024-01-31
572,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,4,6000,2024-02-16
573,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,4,800,2024-02-04
574,5,Blender,BrandE,Appliances,1,TechGear,Online,,3,600,2024-02-24
575,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,5,7500,2024-02-14
576,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,5,4000,2024-01-31
577,5,Blender,BrandE,Appliances,1,TechGear,Online,,2,400,2024-02-04
578,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,1,300,2024-01-30
579,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,3,4500,2024-02-24
580,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,2,200,2024-02-18
581,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,3,2400,2024-01-31
582,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,5,7500,2024-02-22
583,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,3,2400,2024-02-08
584,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,5,1000,2024-02-26
585,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,5,500,2024-01-29
586,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,5,500,2024-02-07
587,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,5,1000,2024-02-02
588,1,Laptop,BrandA,Electronics,1,TechGear,Online,,1,1500,2024-02-26
589,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,2,400,2024-02-08
590,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,1,200,2024-02-09
591,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,3,900,2024-02-11
592,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,4,3200,2024-02-21
593,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,1,800,2024-02-26
594,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,4,400,2024-02-15
595,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,5,1500,2024-02-18
596,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,3,300,2024-02-01
597,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,3,2400,2024-02-24
598,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,3,600,2024-02-25
599,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,3,300,2024-02-25
600,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,1,300,2024-02-24
601,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,4,6000,2024-01-29
602,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,2,400,2024-02-21
603,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,3,2400,2024-02-05
604,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,5,500,2024-02-13
605,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,3,900,2024-01-31
606,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,4,1200,2024-02-26
607,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,2,400,2024-01-29
608,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,1,100,2024-02-17
609,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,5,7500,2024-02-13
610,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,1,300,2024-02-11
611,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,3,4500,2024-02-24
612,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,1,800,2024-02-17
613,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,5,1500,2024-02-10
614,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,3,300,2024-02-11
615,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,4,6000,2024-02-12
616,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,5,1000,2024-02-02
617,5,Blender,BrandE,Appliances,1,TechGear,Online,,1,200,2024-02-24
618,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,3,900,2024-02-03
619,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,2,400,2024-02-04
620,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,4,400,2024-02-12
621,5,Blender,BrandE,Appliances,1,TechGear,Online,,1,200,2024-02-27
622,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,4,400,2024-02-18
623,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,5,1000,2024-02-24
624,5,Blender,BrandE,Appliances,1,TechGear,Online,,5,1000,2024-02-18
625,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,5,4000,2024-02-16
626,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,5,4000,2024-02-18
627,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,5,1000,2024-02-13
628,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,1,800,2024-02-02
629,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,1,800,2024-02-07
630,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,1,300,2024-02-19
631,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,5,1000,2024-02-20
632,5,Blender,BrandE,Appliances,1,TechGear,Online,,1,200,2024-02-05
633,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,5,1000,2024-02-23
634,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,2,400,2024-02-24
635,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,1,1500,2024-01-29
636,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,3,300,2024-02-14
637,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,2,600,2024-02-15
638,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,5,1500,2024-02-04
639,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,1,300,2024-02-05
640,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,5,500,2024-02-22
641,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,5,4000,2024-02-13
642,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,2,600,2024-01-29
643,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,5,1500,2024-02-18
644,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,3,2400,2024-02-04
645,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,2,400,2024-02-22
646,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,2,1600,2024-02-19
647,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,2,1600,2024-02-06
648,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,3,900,2024-02-13
649,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,3,600,2024-02-20
650,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,5,7500,2024-02-07
651,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,3,900,2024-02-02
652,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,3,300,2024-02-27
653,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,4,6000,2024-01-30
654,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,2,1600,2024-02-13
655,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,5,500,2024-02-20
656,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,5,4000,2024-02-25
657,5,Blender,BrandE,Appliances,1,TechGear,Online,,1,200,2024-02-21
658,5,Blender,BrandE,Appliances,1,TechGear,Online,,2,400,2024-02-08
659,1,Laptop,BrandA,Electronics,1,TechGear,Online,,3,4500,2024-02-15
660,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,2,600,2024-02-07
661,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,2,3000,2024-01-30
662,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,4,1200,2024-01-30
663,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,3,900,2024-02-22
664,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,1,800,2024-02-08
665,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,2,3000,2024-02-10
666,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,1,200,2024-02-05
667,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,2,200,2024-01-31
668,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,4,6000,2024-02-03
669,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,3,300,2024-01-29
670,1,Laptop,BrandA,Electronics,1,TechGear,Online,,5,7500,2024-02-19
671,5,Blender,BrandE,Appliances,1,TechGear,Online,,3,600,2024-01-30
672,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,5,4000,2024-02-08
673,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,2,400,2024-01-31
674,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,2,400,2024-02-20
675,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,4,6000,2024-02-23
676,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,1,800,2024-02-23
677,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,2,1600,2024-02-10
678,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,4,400,2024-02-01
679,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,1,300,2024-02-18
680,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,2,600,2024-02-25
681,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,2,200,2024-02-18
682,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,2,3000,2024-02-16
683,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,3,900,2024-01-29
684,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,5,4000,2024-02-05
685,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,3,4500,2024-02-08
686,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,1,100,2024-02-07
687,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,4,1200,2024-02-23
688,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,3,600,2024-02-04
689,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,3,4500,2024-01-30
690,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,2,1600,2024-02-21
691,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,4,400,2024-02-24
692,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,5,1000,2024-02-15
693,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,2,600,2024-02-03
694,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,5,500,2024-02-04
695,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,5,7500,2024-02-14
696,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,5,4000,2024-01-30
697,1,Laptop,BrandA,Electronics,1,TechGear,Online,,5,7500,2024-02-02
698,5,Blender,BrandE,Appliances,1,TechGear,Online,,5,1000,2024-02-10
699,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,5,500,2024-02-18
700,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,2,600,2024-02-07
701,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,5,1000,2024-02-26
702,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,2,600,2024-02-14
703,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,5,1000,2024-02-14
704,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,3,4500,2024-02-14
705,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,1,1500,2024-02-20
706,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,1,100,2024-02-26
707,4,Desk Chair,BrandD,Furniture,2,HomeEssentials,Offline,New York,1,300,2024-02-06
708,5,Blender,BrandE,Appliances,1,TechGear,Online,,1,200,2024-01-30
709,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,4,1200,2024-02-19
710,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,4,400,2024-02-04
711,3,Smartphone,BrandC,Electronics,2,HomeEssentials,Offline,New York,4,3200,2024-02-14
712,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,5,1500,2024-02-07
713,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,3,300,2024-02-01
714,1,Laptop,BrandA,Electronics,1,TechGear,Online,,4,6000,2024-02-11
715,5,Blender,BrandE,Appliances,1,TechGear,Online,,2,400,2024-02-05
716,1,Laptop,BrandA,Electronics,1,TechGear,Online,,4,6000,2024-02-19
717,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,4,800,2024-02-11
718,2,Coffee Maker,BrandB,Appliances,1,TechGear,Online,,3,300,2024-02-14
719,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,1,100,2024-02-22
720,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,5,7500,2024-02-15
721,1,Laptop,BrandA,Electronics,1,TechGear,Online,,1,1500,2024-02-22
722,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,4,6000,2024-02-27
723,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,1,200,2024-02-06
724,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,4,400,2024-02-27
725,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,2,600,2024-02-11
726,1,Laptop,BrandA,Electronics,1,TechGear,Online,,3,4500,2024-02-12
727,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,3,300,2024-02-10
728,5,Blender,BrandE,Appliances,3,GadgetWorld,Offline,San Francisco,3,600,2024-02-04
729,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,2,200,2024-01-31
730,5,Blender,BrandE,Appliances,1,TechGear,Online,,3,600,2024-02-15
731,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,5,4000,2024-02-11
732,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,4,400,2024-02-07
733,5,Blender,BrandE,Appliances,2,HomeEssentials,Offline,New York,3,600,2024-02-27
734,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,4,1200,2024-02-18
735,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,4,1200,2024-02-19
736,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,2,200,2024-02-13
737,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,2,200,2024-02-01
738,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,4,1200,2024-02-11
739,4,Desk Chair,BrandD,Furniture,3,GadgetWorld,Offline,San Francisco,2,600,2024-02-12
740,4,Desk Chair,BrandD,Furniture,1,TechGear,Online,,2,600,2024-02-20
741,3,Smartphone,BrandC,Electronics,3,GadgetWorld,Offline,San Francisco,4,3200,2024-02-26
742,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,2,1600,2024-02-11
743,1,Laptop,BrandA,Electronics,2,HomeEssentials,Offline,New York,5,7500,2024-02-16
744,5,Blender,BrandE,Appliances,1,TechGear,Online,,1,200,2024-02-01
745,2,Coffee Maker,BrandB,Appliances,3,GadgetWorld,Offline,San Francisco,5,500,2024-02-05
746,2,Coffee Maker,BrandB,Appliances,2,HomeEssentials,Offline,New York,3,300,2024-02-22
747,3,Smartphone,BrandC,Electronics,1,TechGear,Online,,2,1600,2024-02-22
748,1,Laptop,BrandA,Electronics,3,GadgetWorld,Offline,San Francisco,4,6000,2024-02-04
